,value,unit,serialNumber
2020-10-15 11:18:55+00:00,10,%,00158D000192D255
2020-10-15 11:23:30+00:00,10,%,00158D000192D255
2020-10-15 11:32:59+00:00,7,%,00158D000192D255
2020-10-15 11:36:02+00:00,7,%,00158D000192D255
2020-10-15 11:37:17+00:00,7,%,00158D000192D255
2020-10-15 11:42:33+00:00,7,%,00158D000192D255
2020-10-15 11:48:51+00:00,7,%,00158D000192D255
2020-10-15 12:03:51+00:00,7,%,00158D000192D255
2020-10-15 12:07:18+00:00,11,%,00158D000192D255
2020-10-15 12:18:51+00:00,11,%,00158D000192D255
2020-10-15 12:19:21+00:00,16,%,00158D000192D255
2020-10-15 12:27:28+00:00,22,%,00158D000192D255
2020-10-15 12:33:51+00:00,22,%,00158D000192D255
2020-10-15 12:48:51+00:00,22,%,00158D000192D255
2020-10-15 13:03:48+00:00,17,%,00158D000192D255
2020-10-15 13:03:51+00:00,17,%,00158D000192D255
2020-10-15 13:18:51+00:00,17,%,00158D000192D255
2020-10-15 13:23:55+00:00,22,%,00158D000192D255
2020-10-15 13:33:51+00:00,22,%,00158D000192D255
2020-10-15 13:48:51+00:00,22,%,00158D000192D255
2020-10-15 13:57:12+00:00,31,%,00158D000192D255
2020-10-15 14:03:51+00:00,31,%,00158D000192D255
2020-10-15 14:10:17+00:00,20,%,00158D000192D255
2020-10-15 14:12:24+00:00,21,%,00158D000192D255
2020-10-15 14:14:18+00:00,16,%,00158D000192D255
2020-10-15 14:18:25+00:00,13,%,00158D000192D255
2020-10-15 14:18:51+00:00,13,%,00158D000192D255
2020-10-15 14:20:58+00:00,13,%,00158D000192D255
2020-10-15 14:21:42+00:00,13,%,00158D000192D255
2020-10-15 14:36:30+00:00,9,%,00158D000192D255
2020-10-15 14:36:42+00:00,9,%,00158D000192D255
2020-10-15 14:40:38+00:00,9,%,00158D000192D255
2020-10-15 14:43:24+00:00,9,%,00158D000192D255
2020-10-15 14:48:35+00:00,15,%,00158D000192D255
2020-10-15 14:56:42+00:00,20,%,00158D000192D255
2020-10-15 14:58:24+00:00,20,%,00158D000192D255
2020-10-15 15:04:46+00:00,26,%,00158D000192D255
2020-10-15 15:13:24+00:00,26,%,00158D000192D255
2020-10-15 15:19:00+00:00,26,%,00158D000192D255
2020-10-15 15:20:47+00:00,26,%,00158D000192D255
2020-10-15 15:30:10+00:00,0,%,00158D000192D255
2020-10-15 15:33:09+00:00,0,%,00158D000192D255
2020-10-15 15:48:09+00:00,0,%,00158D000192D255
2020-10-15 16:03:09+00:00,0,%,00158D000192D255
2020-10-15 16:18:09+00:00,0,%,00158D000192D255
2020-10-15 16:33:09+00:00,0,%,00158D000192D255
2020-10-15 16:48:09+00:00,0,%,00158D000192D255
2020-10-15 17:03:09+00:00,0,%,00158D000192D255
2020-10-15 17:18:09+00:00,0,%,00158D000192D255
2020-10-15 17:33:09+00:00,0,%,00158D000192D255
2020-10-15 17:48:09+00:00,0,%,00158D000192D255
2020-10-15 18:03:09+00:00,0,%,00158D000192D255
2020-10-15 18:18:09+00:00,0,%,00158D000192D255
2020-10-15 18:33:09+00:00,0,%,00158D000192D255
2020-10-15 18:48:09+00:00,0,%,00158D000192D255
2020-10-15 19:03:09+00:00,0,%,00158D000192D255
2020-10-15 19:18:09+00:00,0,%,00158D000192D255
2020-10-15 19:33:09+00:00,0,%,00158D000192D255
2020-10-15 19:48:09+00:00,0,%,00158D000192D255
2020-10-15 20:02:35+00:00,100,%,00158D000192D255
2020-10-15 20:02:45+00:00,0,%,00158D000192D255
2020-10-15 20:03:09+00:00,0,%,00158D000192D255
2020-10-15 20:18:09+00:00,0,%,00158D000192D255
2020-10-15 20:33:09+00:00,0,%,00158D000192D255
2020-10-15 20:48:09+00:00,0,%,00158D000192D255
2020-10-15 21:03:09+00:00,0,%,00158D000192D255
2020-10-15 21:18:09+00:00,0,%,00158D000192D255
2020-10-15 21:33:09+00:00,0,%,00158D000192D255
2020-10-15 21:48:09+00:00,0,%,00158D000192D255
2020-10-15 22:03:09+00:00,0,%,00158D000192D255
2020-10-15 22:18:09+00:00,0,%,00158D000192D255
2020-10-15 22:33:09+00:00,0,%,00158D000192D255
2020-10-15 22:48:09+00:00,0,%,00158D000192D255
2020-10-15 23:03:09+00:00,0,%,00158D000192D255
2020-10-15 23:18:09+00:00,0,%,00158D000192D255
2020-10-15 23:26:47+00:00,5,%,00158D000192D255
2020-10-15 23:33:09+00:00,5,%,00158D000192D255
2020-10-15 23:48:09+00:00,5,%,00158D000192D255
2020-10-16 00:03:09+00:00,5,%,00158D000192D255
2020-10-16 00:18:09+00:00,5,%,00158D000192D255
2020-10-16 00:33:09+00:00,5,%,00158D000192D255
2020-10-16 00:48:09+00:00,5,%,00158D000192D255
2020-10-16 01:03:09+00:00,5,%,00158D000192D255
2020-10-16 01:03:33+00:00,11,%,00158D000192D255
2020-10-16 01:18:09+00:00,11,%,00158D000192D255
2020-10-16 01:33:09+00:00,11,%,00158D000192D255
2020-10-16 01:48:09+00:00,11,%,00158D000192D255
2020-10-16 02:03:09+00:00,11,%,00158D000192D255
2020-10-16 02:10:03+00:00,15,%,00158D000192D255
2020-10-16 02:18:09+00:00,15,%,00158D000192D255
2020-10-16 02:33:09+00:00,15,%,00158D000192D255
2020-10-16 02:48:09+00:00,15,%,00158D000192D255
2020-10-16 03:02:29+00:00,19,%,00158D000192D255
2020-10-16 03:03:09+00:00,19,%,00158D000192D255
2020-10-16 03:10:32+00:00,16,%,00158D000192D255
2020-10-16 03:18:09+00:00,16,%,00158D000192D255
2020-10-16 03:33:09+00:00,16,%,00158D000192D255
2020-10-16 03:48:09+00:00,16,%,00158D000192D255
2020-10-16 04:03:09+00:00,16,%,00158D000192D255
2020-10-16 04:18:09+00:00,16,%,00158D000192D255
2020-10-16 04:33:09+00:00,16,%,00158D000192D255
2020-10-16 04:35:10+00:00,20,%,00158D000192D255
2020-10-16 04:43:19+00:00,16,%,00158D000192D255
2020-10-16 04:48:09+00:00,16,%,00158D000192D255
2020-10-16 05:01:02+00:00,77,%,00158D000192D255
2020-10-16 05:03:09+00:00,77,%,00158D000192D255
2020-10-16 05:07:30+00:00,72,%,00158D000192D255
2020-10-16 05:13:30+00:00,66,%,00158D000192D255
2020-10-16 05:18:09+00:00,66,%,00158D000192D255
2020-10-16 05:23:37+00:00,56,%,00158D000192D255
2020-10-16 05:29:40+00:00,52,%,00158D000192D255
2020-10-16 05:33:09+00:00,52,%,00158D000192D255
2020-10-16 05:35:41+00:00,48,%,00158D000192D255
2020-10-16 05:41:42+00:00,44,%,00158D000192D255
2020-10-16 05:48:09+00:00,44,%,00158D000192D255
2020-10-16 05:59:54+00:00,35,%,00158D000192D255
2020-10-16 06:03:09+00:00,35,%,00158D000192D255
2020-10-16 06:08:13+00:00,100,%,00158D000192D255
2020-10-16 06:08:24+00:00,35,%,00158D000192D255
2020-10-16 06:12:02+00:00,30,%,00158D000192D255
2020-10-16 06:18:09+00:00,30,%,00158D000192D255
2020-10-16 06:26:03+00:00,25,%,00158D000192D255
2020-10-16 06:33:09+00:00,25,%,00158D000192D255
2020-10-16 06:34:08+00:00,21,%,00158D000192D255
2020-10-16 06:36:57+00:00,0,%,00158D000192D255
2020-10-16 06:48:09+00:00,0,%,00158D000192D255
2020-10-16 07:03:09+00:00,0,%,00158D000192D255
2020-10-16 07:18:09+00:00,0,%,00158D000192D255
2020-10-16 07:33:09+00:00,0,%,00158D000192D255
2020-10-16 07:48:09+00:00,0,%,00158D000192D255
2020-10-16 07:56:31+00:00,0,%,00158D000192D255
2020-10-16 07:58:44+00:00,0,%,00158D000192D255
2020-10-16 08:02:27+00:00,0,%,00158D000192D255
2020-10-16 08:04:39+00:00,0,%,00158D000192D255
2020-10-16 08:07:33+00:00,0,%,00158D000192D255
2020-10-16 08:08:15+00:00,0,%,00158D000192D255
2020-10-16 08:09:00+00:00,0,%,00158D000192D255
2020-10-16 08:09:43+00:00,0,%,00158D000192D255
2020-10-16 08:10:26+00:00,0,%,00158D000192D255
2020-10-16 08:15:11+00:00,0,%,00158D000192D255
2020-10-16 08:16:24+00:00,0,%,00158D000192D255
2020-10-16 08:17:06+00:00,0,%,00158D000192D255
2020-10-16 08:19:19+00:00,0,%,00158D000192D255
2020-10-16 08:23:33+00:00,0,%,00158D000192D255
2020-10-16 08:24:44+00:00,0,%,00158D000192D255
2020-10-16 08:25:27+00:00,0,%,00158D000192D255
2020-10-16 08:27:41+00:00,0,%,00158D000192D255
2020-10-16 08:31:25+00:00,0,%,00158D000192D255
2020-10-16 08:42:46+00:00,0,%,00158D000192D255
2020-10-16 08:43:30+00:00,0,%,00158D000192D255
2020-10-16 08:58:30+00:00,0,%,00158D000192D255
2020-10-16 09:13:30+00:00,0,%,00158D000192D255
2020-10-16 09:19:36+00:00,0,%,00158D000192D255
2020-10-16 09:34:36+00:00,0,%,00158D000192D255
2020-10-16 09:49:36+00:00,0,%,00158D000192D255
2020-10-16 09:56:16+00:00,0,%,00158D000192D255
2020-10-16 10:09:07+00:00,0,%,00158D000192D255
2020-10-16 10:10:22+00:00,0,%,00158D000192D255
2020-10-16 10:25:22+00:00,0,%,00158D000192D255
2020-10-16 10:40:22+00:00,0,%,00158D000192D255
2020-10-16 10:55:22+00:00,0,%,00158D000192D255
2020-10-16 11:10:22+00:00,0,%,00158D000192D255
2020-10-16 11:25:22+00:00,0,%,00158D000192D255
2020-10-16 11:40:22+00:00,0,%,00158D000192D255
2020-10-16 11:55:22+00:00,0,%,00158D000192D255
2020-10-16 12:10:22+00:00,0,%,00158D000192D255
2020-10-16 12:14:12+00:00,0,%,00158D000192D255
2020-10-16 12:15:55+00:00,0,%,00158D000192D255
2020-10-16 12:16:37+00:00,0,%,00158D000192D255
2020-10-16 12:48:42+00:00,0,%,00158D000192D255
2020-10-16 12:49:09+00:00,0,%,00158D000192D255
2020-10-16 13:02:00+00:00,0,%,00158D000192D255
2020-10-16 13:17:01+00:00,0,%,00158D000192D255
2020-10-16 13:25:00+00:00,0,%,00158D000192D255
2020-10-16 13:40:00+00:00,0,%,00158D000192D255
2020-10-16 13:55:00+00:00,0,%,00158D000192D255
2020-10-16 14:10:00+00:00,0,%,00158D000192D255
2020-10-16 14:25:00+00:00,0,%,00158D000192D255
2020-10-16 14:40:00+00:00,0,%,00158D000192D255
2020-10-16 14:55:00+00:00,0,%,00158D000192D255
2020-10-16 15:10:00+00:00,0,%,00158D000192D255
2020-10-16 15:25:00+00:00,0,%,00158D000192D255
2020-10-16 15:40:00+00:00,0,%,00158D000192D255
2020-10-16 15:55:00+00:00,0,%,00158D000192D255
2020-10-16 16:10:00+00:00,0,%,00158D000192D255
2020-10-16 16:25:00+00:00,0,%,00158D000192D255
2020-10-16 16:40:00+00:00,0,%,00158D000192D255
2020-10-16 16:55:00+00:00,0,%,00158D000192D255
2020-10-16 17:10:00+00:00,0,%,00158D000192D255
2020-10-16 17:25:00+00:00,0,%,00158D000192D255
2020-10-16 17:40:00+00:00,0,%,00158D000192D255
2020-10-16 17:55:00+00:00,0,%,00158D000192D255
2020-10-16 18:10:01+00:00,0,%,00158D000192D255
2020-10-16 18:25:01+00:00,0,%,00158D000192D255
2020-10-16 18:40:01+00:00,0,%,00158D000192D255
2020-10-16 18:55:01+00:00,0,%,00158D000192D255
2020-10-16 19:10:01+00:00,0,%,00158D000192D255
2020-10-16 19:25:01+00:00,0,%,00158D000192D255
2020-10-16 19:40:01+00:00,0,%,00158D000192D255
2020-10-16 19:48:30+00:00,4,%,00158D000192D255
2020-10-16 19:55:01+00:00,4,%,00158D000192D255
2020-10-16 20:10:01+00:00,4,%,00158D000192D255
2020-10-16 20:25:01+00:00,4,%,00158D000192D255
2020-10-16 20:40:01+00:00,4,%,00158D000192D255
2020-10-16 20:55:01+00:00,4,%,00158D000192D255
2020-10-16 20:55:04+00:00,10,%,00158D000192D255
2020-10-16 20:57:00+00:00,6,%,00158D000192D255
2020-10-16 21:09:10+00:00,11,%,00158D000192D255
2020-10-16 21:10:01+00:00,11,%,00158D000192D255
2020-10-16 21:25:01+00:00,11,%,00158D000192D255
2020-10-16 21:40:01+00:00,11,%,00158D000192D255
2020-10-16 21:55:01+00:00,11,%,00158D000192D255
2020-10-16 22:10:01+00:00,11,%,00158D000192D255
2020-10-16 22:13:41+00:00,16,%,00158D000192D255
2020-10-16 22:15:42+00:00,13,%,00158D000192D255
2020-10-16 22:25:01+00:00,13,%,00158D000192D255
2020-10-16 22:25:45+00:00,17,%,00158D000192D255
2020-10-16 22:40:01+00:00,17,%,00158D000192D255
2020-10-16 22:55:01+00:00,17,%,00158D000192D255
2020-10-16 23:08:07+00:00,21,%,00158D000192D255
2020-10-16 23:10:01+00:00,21,%,00158D000192D255
2020-10-16 23:10:10+00:00,17,%,00158D000192D255
2020-10-16 23:12:10+00:00,21,%,00158D000192D255
2020-10-16 23:25:01+00:00,21,%,00158D000192D255
2020-10-16 23:40:01+00:00,21,%,00158D000192D255
2020-10-16 23:55:01+00:00,21,%,00158D000192D255
2020-10-17 00:10:01+00:00,21,%,00158D000192D255
2020-10-17 00:10:33+00:00,27,%,00158D000192D255
2020-10-17 00:25:01+00:00,27,%,00158D000192D255
2020-10-17 00:40:01+00:00,27,%,00158D000192D255
2020-10-17 00:55:01+00:00,27,%,00158D000192D255
2020-10-17 01:07:00+00:00,31,%,00158D000192D255
2020-10-17 01:10:01+00:00,31,%,00158D000192D255
2020-10-17 01:25:01+00:00,31,%,00158D000192D255
2020-10-17 01:40:01+00:00,31,%,00158D000192D255
2020-10-17 01:45:19+00:00,36,%,00158D000192D255
2020-10-17 01:47:19+00:00,33,%,00158D000192D255
2020-10-17 01:49:21+00:00,36,%,00158D000192D255
2020-10-17 01:55:01+00:00,36,%,00158D000192D255
2020-10-17 01:55:23+00:00,33,%,00158D000192D255
2020-10-17 02:01:30+00:00,37,%,00158D000192D255
2020-10-17 02:03:30+00:00,34,%,00158D000192D255
2020-10-17 02:07:31+00:00,38,%,00158D000192D255
2020-10-17 02:10:01+00:00,38,%,00158D000192D255
2020-10-17 02:25:01+00:00,38,%,00158D000192D255
2020-10-17 02:40:01+00:00,38,%,00158D000192D255
2020-10-17 02:49:51+00:00,42,%,00158D000192D255
2020-10-17 02:55:01+00:00,42,%,00158D000192D255
2020-10-17 03:10:01+00:00,42,%,00158D000192D255
2020-10-17 03:25:01+00:00,42,%,00158D000192D255
2020-10-17 03:38:17+00:00,47,%,00158D000192D255
2020-10-17 03:40:01+00:00,47,%,00158D000192D255
2020-10-17 03:40:18+00:00,44,%,00158D000192D255
2020-10-17 03:44:20+00:00,48,%,00158D000192D255
2020-10-17 03:55:01+00:00,48,%,00158D000192D255
2020-10-17 04:10:01+00:00,48,%,00158D000192D255
2020-10-17 04:25:01+00:00,48,%,00158D000192D255
2020-10-17 04:28:42+00:00,54,%,00158D000192D255
2020-10-17 04:30:42+00:00,50,%,00158D000192D255
2020-10-17 04:32:39+00:00,54,%,00158D000192D255
2020-10-17 04:40:01+00:00,54,%,00158D000192D255
2020-10-17 04:55:01+00:00,54,%,00158D000192D255
2020-10-17 05:10:01+00:00,54,%,00158D000192D255
2020-10-17 05:12:58+00:00,59,%,00158D000192D255
2020-10-17 05:25:01+00:00,59,%,00158D000192D255
2020-10-17 05:35:10+00:00,63,%,00158D000192D255
2020-10-17 05:40:01+00:00,63,%,00158D000192D255
2020-10-17 05:55:01+00:00,63,%,00158D000192D255
2020-10-17 05:57:19+00:00,67,%,00158D000192D255
2020-10-17 06:10:01+00:00,67,%,00158D000192D255
2020-10-17 06:19:30+00:00,72,%,00158D000192D255
2020-10-17 06:25:01+00:00,72,%,00158D000192D255
2020-10-17 06:40:01+00:00,72,%,00158D000192D255
2020-10-17 06:51:50+00:00,76,%,00158D000192D255
2020-10-17 06:55:01+00:00,76,%,00158D000192D255
2020-10-17 07:10:01+00:00,76,%,00158D000192D255
2020-10-17 07:24:06+00:00,80,%,00158D000192D255
2020-10-17 07:25:01+00:00,80,%,00158D000192D255
2020-10-17 07:40:02+00:00,80,%,00158D000192D255
2020-10-17 07:55:02+00:00,80,%,00158D000192D255
2020-10-17 08:08:26+00:00,85,%,00158D000192D255
2020-10-17 08:10:02+00:00,85,%,00158D000192D255
2020-10-17 08:14:29+00:00,81,%,00158D000192D255
2020-10-17 08:25:02+00:00,81,%,00158D000192D255
2020-10-17 08:40:02+00:00,81,%,00158D000192D255
2020-10-17 08:55:02+00:00,81,%,00158D000192D255
2020-10-17 09:04:53+00:00,77,%,00158D000192D255
2020-10-17 09:10:02+00:00,77,%,00158D000192D255
2020-10-17 09:23:04+00:00,73,%,00158D000192D255
2020-10-17 09:25:02+00:00,73,%,00158D000192D255
2020-10-17 09:31:01+00:00,69,%,00158D000192D255
2020-10-17 09:37:08+00:00,66,%,00158D000192D255
2020-10-17 09:40:02+00:00,66,%,00158D000192D255
2020-10-17 09:43:09+00:00,62,%,00158D000192D255
2020-10-17 09:55:02+00:00,62,%,00158D000192D255
2020-10-17 10:10:02+00:00,62,%,00158D000192D255
2020-10-17 10:13:27+00:00,68,%,00158D000192D255
2020-10-17 10:25:02+00:00,68,%,00158D000192D255
2020-10-17 10:40:02+00:00,68,%,00158D000192D255
2020-10-17 10:55:02+00:00,68,%,00158D000192D255
2020-10-17 10:57:44+00:00,74,%,00158D000192D255
2020-10-17 11:10:02+00:00,74,%,00158D000192D255
2020-10-17 11:25:02+00:00,74,%,00158D000192D255
2020-10-17 11:29:59+00:00,78,%,00158D000192D255
2020-10-17 11:40:02+00:00,78,%,00158D000192D255
2020-10-17 11:55:02+00:00,78,%,00158D000192D255
2020-10-17 12:10:02+00:00,78,%,00158D000192D255
2020-10-17 12:14:22+00:00,82,%,00158D000192D255
2020-10-17 12:25:02+00:00,82,%,00158D000192D255
2020-10-17 12:34:29+00:00,87,%,00158D000192D255
2020-10-17 12:40:02+00:00,87,%,00158D000192D255
2020-10-17 12:55:02+00:00,87,%,00158D000192D255
2020-10-17 13:02:43+00:00,91,%,00158D000192D255
2020-10-17 13:10:02+00:00,91,%,00158D000192D255
2020-10-17 13:25:02+00:00,91,%,00158D000192D255
2020-10-17 13:33:00+00:00,96,%,00158D000192D255
2020-10-17 13:40:02+00:00,96,%,00158D000192D255
2020-10-17 13:55:02+00:00,96,%,00158D000192D255
2020-10-17 14:07:18+00:00,100,%,00158D000192D255
2020-10-17 14:09:18+00:00,96,%,00158D000192D255
2020-10-17 14:10:02+00:00,96,%,00158D000192D255
2020-10-17 14:13:19+00:00,100,%,00158D000192D255
2020-10-17 14:25:02+00:00,100,%,00158D000192D255
2020-10-17 14:40:02+00:00,100,%,00158D000192D255
2020-10-17 14:55:02+00:00,100,%,00158D000192D255
2020-10-17 15:10:02+00:00,100,%,00158D000192D255
2020-10-17 15:25:02+00:00,100,%,00158D000192D255
2020-10-17 15:40:02+00:00,100,%,00158D000192D255
2020-10-17 15:55:02+00:00,100,%,00158D000192D255
2020-10-17 16:10:02+00:00,100,%,00158D000192D255
2020-10-17 16:25:02+00:00,100,%,00158D000192D255
2020-10-17 16:40:02+00:00,100,%,00158D000192D255
2020-10-17 16:55:02+00:00,100,%,00158D000192D255
2020-10-17 17:10:02+00:00,100,%,00158D000192D255
2020-10-17 17:25:02+00:00,100,%,00158D000192D255
2020-10-17 17:40:02+00:00,100,%,00158D000192D255
2020-10-17 17:55:02+00:00,100,%,00158D000192D255
2020-10-17 18:10:02+00:00,100,%,00158D000192D255
2020-10-17 18:25:02+00:00,100,%,00158D000192D255
2020-10-17 18:40:02+00:00,100,%,00158D000192D255
2020-10-17 18:55:02+00:00,100,%,00158D000192D255
2020-10-17 19:10:02+00:00,100,%,00158D000192D255
2020-10-17 19:25:02+00:00,100,%,00158D000192D255
2020-10-17 19:40:02+00:00,100,%,00158D000192D255
2020-10-17 19:55:02+00:00,100,%,00158D000192D255
2020-10-17 20:10:02+00:00,100,%,00158D000192D255
2020-10-17 20:25:02+00:00,100,%,00158D000192D255
2020-10-17 20:40:02+00:00,100,%,00158D000192D255
2020-10-17 20:55:02+00:00,100,%,00158D000192D255
2020-10-17 21:10:02+00:00,100,%,00158D000192D255
2020-10-17 21:25:02+00:00,100,%,00158D000192D255
2020-10-17 21:40:02+00:00,100,%,00158D000192D255
2020-10-17 21:55:02+00:00,100,%,00158D000192D255
2020-10-17 22:10:02+00:00,100,%,00158D000192D255
2020-10-17 22:25:02+00:00,100,%,00158D000192D255
2020-10-17 22:40:02+00:00,100,%,00158D000192D255
2020-10-17 22:55:02+00:00,100,%,00158D000192D255
2020-10-17 23:10:02+00:00,100,%,00158D000192D255
2020-10-17 23:25:02+00:00,100,%,00158D000192D255
2020-10-17 23:40:02+00:00,100,%,00158D000192D255
2020-10-17 23:55:02+00:00,100,%,00158D000192D255
2020-10-18 00:27:35+00:00,100,%,00158D000192D255
2020-10-18 00:27:46+00:00,100,%,00158D000192D255
2020-10-18 00:42:46+00:00,100,%,00158D000192D255
2020-10-18 00:57:46+00:00,100,%,00158D000192D255
2020-10-18 01:12:46+00:00,100,%,00158D000192D255
2020-10-18 01:27:46+00:00,100,%,00158D000192D255
2020-10-18 01:42:46+00:00,100,%,00158D000192D255
2020-10-18 01:57:46+00:00,100,%,00158D000192D255
2020-10-18 02:12:46+00:00,100,%,00158D000192D255
2020-10-18 02:27:46+00:00,100,%,00158D000192D255
2020-10-18 02:42:46+00:00,100,%,00158D000192D255
2020-10-18 02:57:46+00:00,100,%,00158D000192D255
2020-10-18 03:12:46+00:00,100,%,00158D000192D255
2020-10-18 03:27:46+00:00,100,%,00158D000192D255
2020-10-18 03:42:46+00:00,100,%,00158D000192D255
2020-10-18 03:57:46+00:00,100,%,00158D000192D255
2020-10-18 04:12:46+00:00,100,%,00158D000192D255
2020-10-18 04:27:46+00:00,100,%,00158D000192D255
2020-10-18 04:42:46+00:00,100,%,00158D000192D255
2020-10-18 04:57:46+00:00,100,%,00158D000192D255
2020-10-18 05:12:46+00:00,100,%,00158D000192D255
2020-10-18 05:36:00+00:00,100,%,00158D000192D255
2020-10-18 05:36:29+00:00,100,%,00158D000192D255
2020-10-18 05:51:29+00:00,100,%,00158D000192D255
2020-10-18 06:06:29+00:00,100,%,00158D000192D255
2020-10-18 06:21:29+00:00,100,%,00158D000192D255
2020-10-18 06:36:29+00:00,100,%,00158D000192D255
2020-10-18 06:51:29+00:00,100,%,00158D000192D255
2020-10-18 07:06:29+00:00,100,%,00158D000192D255
2020-10-18 07:21:29+00:00,100,%,00158D000192D255
2020-10-18 07:36:29+00:00,100,%,00158D000192D255
2020-10-18 07:51:29+00:00,100,%,00158D000192D255
2020-10-18 08:06:29+00:00,100,%,00158D000192D255
2020-10-18 08:21:29+00:00,100,%,00158D000192D255
2020-10-18 08:36:29+00:00,100,%,00158D000192D255
2020-10-18 08:51:29+00:00,100,%,00158D000192D255
2020-10-18 09:06:29+00:00,100,%,00158D000192D255
2020-10-18 09:21:29+00:00,100,%,00158D000192D255
2020-10-18 09:36:29+00:00,100,%,00158D000192D255
2020-10-18 09:51:29+00:00,100,%,00158D000192D255
2020-10-18 10:06:29+00:00,100,%,00158D000192D255
2020-10-18 10:21:29+00:00,100,%,00158D000192D255
2020-10-18 10:36:29+00:00,100,%,00158D000192D255
2020-10-18 10:51:29+00:00,100,%,00158D000192D255
2020-10-18 11:06:29+00:00,100,%,00158D000192D255
2020-10-18 11:21:29+00:00,100,%,00158D000192D255
2020-10-18 11:36:29+00:00,100,%,00158D000192D255
2020-10-18 11:51:29+00:00,100,%,00158D000192D255
2020-10-18 12:06:29+00:00,100,%,00158D000192D255
2020-10-18 12:21:29+00:00,100,%,00158D000192D255
2020-10-18 12:36:29+00:00,100,%,00158D000192D255
2020-10-18 12:51:29+00:00,100,%,00158D000192D255
2020-10-18 13:06:29+00:00,100,%,00158D000192D255
2020-10-18 13:21:29+00:00,100,%,00158D000192D255
2020-10-18 13:36:29+00:00,100,%,00158D000192D255
2020-10-18 13:51:29+00:00,100,%,00158D000192D255
2020-10-18 14:06:29+00:00,100,%,00158D000192D255
2020-10-18 14:21:29+00:00,100,%,00158D000192D255
2020-10-18 14:36:29+00:00,100,%,00158D000192D255
2020-10-18 14:51:29+00:00,100,%,00158D000192D255
2020-10-18 15:06:29+00:00,100,%,00158D000192D255
2020-10-18 15:21:29+00:00,100,%,00158D000192D255
2020-10-18 15:36:29+00:00,100,%,00158D000192D255
2020-10-18 15:51:29+00:00,100,%,00158D000192D255
2020-10-18 16:06:29+00:00,100,%,00158D000192D255
2020-10-18 16:21:29+00:00,100,%,00158D000192D255
2020-10-18 16:36:29+00:00,100,%,00158D000192D255
2020-10-18 16:51:29+00:00,100,%,00158D000192D255
2020-10-18 17:06:29+00:00,100,%,00158D000192D255
2020-10-18 17:21:29+00:00,100,%,00158D000192D255
2020-10-18 17:36:29+00:00,100,%,00158D000192D255
2020-10-18 17:51:29+00:00,100,%,00158D000192D255
2020-10-18 18:06:30+00:00,100,%,00158D000192D255
2020-10-18 18:21:30+00:00,100,%,00158D000192D255
2020-10-18 18:36:30+00:00,100,%,00158D000192D255
2020-10-18 18:51:30+00:00,100,%,00158D000192D255
2020-10-18 19:06:30+00:00,100,%,00158D000192D255
2020-10-18 19:21:30+00:00,100,%,00158D000192D255
2020-10-18 19:36:30+00:00,100,%,00158D000192D255
2020-10-18 19:51:30+00:00,100,%,00158D000192D255
2020-10-18 20:06:30+00:00,100,%,00158D000192D255
2020-10-18 20:21:30+00:00,100,%,00158D000192D255
2020-10-18 20:36:30+00:00,100,%,00158D000192D255
2020-10-18 20:51:30+00:00,100,%,00158D000192D255
2020-10-18 21:06:30+00:00,100,%,00158D000192D255
2020-10-18 21:21:30+00:00,100,%,00158D000192D255
2020-10-18 21:36:30+00:00,100,%,00158D000192D255
2020-10-18 21:51:30+00:00,100,%,00158D000192D255
2020-10-18 22:06:30+00:00,100,%,00158D000192D255
2020-10-18 22:21:30+00:00,100,%,00158D000192D255
2020-10-18 22:36:30+00:00,100,%,00158D000192D255
2020-10-18 22:51:30+00:00,100,%,00158D000192D255
2020-10-18 23:06:30+00:00,100,%,00158D000192D255
2020-10-18 23:21:30+00:00,100,%,00158D000192D255
2020-10-18 23:36:30+00:00,100,%,00158D000192D255
2020-10-18 23:51:30+00:00,100,%,00158D000192D255
2020-10-19 00:06:30+00:00,100,%,00158D000192D255
2020-10-19 00:21:30+00:00,100,%,00158D000192D255
2020-10-19 00:36:30+00:00,100,%,00158D000192D255
2020-10-19 00:51:30+00:00,100,%,00158D000192D255
2020-10-19 01:06:30+00:00,100,%,00158D000192D255
2020-10-19 01:21:30+00:00,100,%,00158D000192D255
2020-10-19 01:36:30+00:00,100,%,00158D000192D255
2020-10-19 01:51:30+00:00,100,%,00158D000192D255
2020-10-19 02:06:30+00:00,100,%,00158D000192D255
2020-10-19 02:21:30+00:00,100,%,00158D000192D255
2020-10-19 02:36:30+00:00,100,%,00158D000192D255
2020-10-19 02:51:30+00:00,100,%,00158D000192D255
2020-10-19 03:06:30+00:00,100,%,00158D000192D255
2020-10-19 03:21:30+00:00,100,%,00158D000192D255
2020-10-19 03:36:30+00:00,100,%,00158D000192D255
2020-10-19 03:45:20+00:00,96,%,00158D000192D255
2020-10-19 03:51:23+00:00,89,%,00158D000192D255
2020-10-19 03:51:30+00:00,89,%,00158D000192D255
2020-10-19 03:55:23+00:00,86,%,00158D000192D255
2020-10-19 03:59:24+00:00,82,%,00158D000192D255
2020-10-19 04:03:24+00:00,78,%,00158D000192D255
2020-10-19 04:06:30+00:00,78,%,00158D000192D255
2020-10-19 04:07:27+00:00,74,%,00158D000192D255
2020-10-19 04:13:34+00:00,68,%,00158D000192D255
2020-10-19 04:19:31+00:00,63,%,00158D000192D255
