,value,unit,serialNumber
2020-03-05 22:50:39+00:00,24,%,00158D000192D255
2020-03-05 22:53:56+00:00,24,%,00158D000192D255
2020-03-05 23:08:56+00:00,24,%,00158D000192D255
2020-03-05 23:18:55+00:00,29,%,00158D000192D255
2020-03-05 23:23:56+00:00,29,%,00158D000192D255
2020-03-05 23:38:56+00:00,29,%,00158D000192D255
2020-03-05 23:47:05+00:00,33,%,00158D000192D255
2020-03-05 23:53:56+00:00,33,%,00158D000192D255
2020-03-06 00:08:56+00:00,33,%,00158D000192D255
2020-03-06 00:15:19+00:00,38,%,00158D000192D255
2020-03-06 00:23:56+00:00,38,%,00158D000192D255
2020-03-06 00:37:30+00:00,42,%,00158D000192D255
2020-03-06 00:38:56+00:00,42,%,00158D000192D255
2020-03-06 00:53:56+00:00,42,%,00158D000192D255
2020-03-06 01:08:56+00:00,42,%,00158D000192D255
2020-03-06 01:09:46+00:00,48,%,00158D000192D255
2020-03-06 01:23:56+00:00,48,%,00158D000192D255
2020-03-06 01:38:56+00:00,48,%,00158D000192D255
2020-03-06 01:42:04+00:00,52,%,00158D000192D255
2020-03-06 01:53:56+00:00,52,%,00158D000192D255
2020-03-06 02:00:11+00:00,56,%,00158D000192D255
2020-03-06 02:08:56+00:00,56,%,00158D000192D255
2020-03-06 02:18:23+00:00,61,%,00158D000192D255
2020-03-06 02:23:56+00:00,61,%,00158D000192D255
2020-03-06 02:38:56+00:00,61,%,00158D000192D255
2020-03-06 02:46:32+00:00,65,%,00158D000192D255
2020-03-06 02:53:56+00:00,65,%,00158D000192D255
2020-03-06 03:00:39+00:00,69,%,00158D000192D255
2020-03-06 03:08:56+00:00,69,%,00158D000192D255
2020-03-06 03:22:48+00:00,75,%,00158D000192D255
2020-03-06 03:23:56+00:00,75,%,00158D000192D255
2020-03-06 03:38:56+00:00,75,%,00158D000192D255
2020-03-06 03:51:03+00:00,80,%,00158D000192D255
2020-03-06 03:53:56+00:00,80,%,00158D000192D255
2020-03-06 04:08:56+00:00,80,%,00158D000192D255
2020-03-06 04:09:10+00:00,75,%,00158D000192D255
2020-03-06 04:13:13+00:00,70,%,00158D000192D255
2020-03-06 04:17:15+00:00,65,%,00158D000192D255
2020-03-06 04:21:18+00:00,58,%,00158D000192D255
2020-03-06 04:23:56+00:00,58,%,00158D000192D255
2020-03-06 04:25:18+00:00,51,%,00158D000192D255
2020-03-06 04:29:20+00:00,44,%,00158D000192D255
2020-03-06 04:33:23+00:00,37,%,00158D000192D255
2020-03-06 04:35:23+00:00,33,%,00158D000192D255
2020-03-06 04:37:25+00:00,29,%,00158D000192D255
2020-03-06 04:38:56+00:00,29,%,00158D000192D255
2020-03-06 04:41:25+00:00,25,%,00158D000192D255
2020-03-06 04:43:32+00:00,21,%,00158D000192D255
2020-03-06 04:47:34+00:00,20,%,00158D000192D255
2020-03-06 04:49:34+00:00,15,%,00158D000192D255
2020-03-06 04:53:56+00:00,15,%,00158D000192D255
2020-03-06 04:55:37+00:00,11,%,00158D000192D255
2020-03-06 05:08:56+00:00,11,%,00158D000192D255
2020-03-06 05:11:42+00:00,7,%,00158D000192D255
2020-03-06 05:23:56+00:00,7,%,00158D000192D255
2020-03-06 05:27:52+00:00,12,%,00158D000192D255
2020-03-06 05:38:56+00:00,12,%,00158D000192D255
2020-03-06 05:41:57+00:00,17,%,00158D000192D255
2020-03-06 05:53:56+00:00,17,%,00158D000192D255
2020-03-06 05:58:03+00:00,23,%,00158D000192D255
2020-03-06 06:08:09+00:00,78,%,00158D000192D255
2020-03-06 06:08:56+00:00,78,%,00158D000192D255
2020-03-06 06:12:09+00:00,74,%,00158D000192D255
2020-03-06 06:16:11+00:00,69,%,00158D000192D255
2020-03-06 06:20:15+00:00,64,%,00158D000192D255
2020-03-06 06:23:56+00:00,64,%,00158D000192D255
2020-03-06 06:24:18+00:00,59,%,00158D000192D255
2020-03-06 06:30:20+00:00,55,%,00158D000192D255
2020-03-06 06:36:23+00:00,49,%,00158D000192D255
2020-03-06 06:38:56+00:00,49,%,00158D000192D255
2020-03-06 06:44:27+00:00,45,%,00158D000192D255
2020-03-06 06:53:56+00:00,45,%,00158D000192D255
2020-03-06 06:54:30+00:00,39,%,00158D000192D255
2020-03-06 07:02:33+00:00,35,%,00158D000192D255
2020-03-06 07:08:56+00:00,35,%,00158D000192D255
2020-03-06 07:12:42+00:00,31,%,00158D000192D255
2020-03-06 07:23:56+00:00,31,%,00158D000192D255
2020-03-06 07:26:48+00:00,27,%,00158D000192D255
2020-03-06 07:38:51+00:00,22,%,00158D000192D255
2020-03-06 07:38:56+00:00,22,%,00158D000192D255
2020-03-06 07:53:56+00:00,22,%,00158D000192D255
2020-03-06 08:08:56+00:00,22,%,00158D000192D255
2020-03-06 08:23:56+00:00,22,%,00158D000192D255
2020-03-06 08:38:56+00:00,22,%,00158D000192D255
2020-03-06 08:53:56+00:00,22,%,00158D000192D255
2020-03-06 09:03:35+00:00,18,%,00158D000192D255
2020-03-06 09:08:56+00:00,18,%,00158D000192D255
2020-03-06 09:15:38+00:00,24,%,00158D000192D255
2020-03-06 09:23:56+00:00,24,%,00158D000192D255
2020-03-06 09:37:49+00:00,20,%,00158D000192D255
2020-03-06 09:38:56+00:00,20,%,00158D000192D255
2020-03-06 09:51:58+00:00,25,%,00158D000192D255
2020-03-06 09:53:56+00:00,25,%,00158D000192D255
2020-03-06 10:08:04+00:00,19,%,00158D000192D255
2020-03-06 10:08:56+00:00,19,%,00158D000192D255
2020-03-06 10:16:11+00:00,14,%,00158D000192D255
2020-03-06 10:23:56+00:00,14,%,00158D000192D255
2020-03-06 10:34:15+00:00,19,%,00158D000192D255
2020-03-06 10:38:56+00:00,19,%,00158D000192D255
2020-03-06 10:48:22+00:00,23,%,00158D000192D255
2020-03-06 10:53:56+00:00,23,%,00158D000192D255
2020-03-06 11:06:32+00:00,18,%,00158D000192D255
2020-03-06 11:08:56+00:00,18,%,00158D000192D255
2020-03-06 11:14:35+00:00,15,%,00158D000192D255
2020-03-06 11:23:56+00:00,15,%,00158D000192D255
2020-03-06 11:38:51+00:00,19,%,00158D000192D255
2020-03-06 11:38:56+00:00,19,%,00158D000192D255
2020-03-06 11:50:52+00:00,24,%,00158D000192D255
2020-03-06 11:53:56+00:00,24,%,00158D000192D255
2020-03-06 12:02:58+00:00,19,%,00158D000192D255
2020-03-06 12:08:56+00:00,19,%,00158D000192D255
2020-03-06 12:09:00+00:00,16,%,00158D000192D255
2020-03-06 12:23:56+00:00,16,%,00158D000192D255
2020-03-06 12:38:56+00:00,16,%,00158D000192D255
2020-03-06 12:41:20+00:00,21,%,00158D000192D255
2020-03-06 12:53:56+00:00,21,%,00158D000192D255
2020-03-06 12:57:28+00:00,26,%,00158D000192D255
2020-03-06 13:01:17+00:00,100,%,00158D000192D255
2020-03-06 13:01:26+00:00,26,%,00158D000192D255
2020-03-06 13:05:27+00:00,21,%,00158D000192D255
2020-03-06 13:08:56+00:00,21,%,00158D000192D255
2020-03-06 13:09:30+00:00,17,%,00158D000192D255
2020-03-06 13:15:33+00:00,14,%,00158D000192D255
2020-03-06 13:23:56+00:00,14,%,00158D000192D255
2020-03-06 13:38:56+00:00,14,%,00158D000192D255
2020-03-06 13:45:51+00:00,18,%,00158D000192D255
2020-03-06 13:53:56+00:00,18,%,00158D000192D255
2020-03-06 13:57:57+00:00,24,%,00158D000192D255
2020-03-06 14:08:56+00:00,24,%,00158D000192D255
2020-03-06 14:10:03+00:00,20,%,00158D000192D255
2020-03-06 14:16:06+00:00,16,%,00158D000192D255
2020-03-06 14:23:56+00:00,16,%,00158D000192D255
2020-03-06 14:24:07+00:00,12,%,00158D000192D255
2020-03-06 14:38:56+00:00,12,%,00158D000192D255
2020-03-06 14:48:18+00:00,17,%,00158D000192D255
2020-03-06 14:53:56+00:00,17,%,00158D000192D255
2020-03-06 15:04:27+00:00,23,%,00158D000192D255
2020-03-06 15:08:56+00:00,23,%,00158D000192D255
2020-03-06 15:18:33+00:00,18,%,00158D000192D255
2020-03-06 15:23:56+00:00,18,%,00158D000192D255
2020-03-06 15:24:38+00:00,15,%,00158D000192D255
2020-03-06 15:38:56+00:00,15,%,00158D000192D255
2020-03-06 15:50:48+00:00,20,%,00158D000192D255
2020-03-06 15:53:56+00:00,20,%,00158D000192D255
2020-03-06 16:00:25+00:00,0,%,00158D000192D255
2020-03-06 16:08:56+00:00,0,%,00158D000192D255
2020-03-06 16:23:56+00:00,0,%,00158D000192D255
2020-03-06 16:38:56+00:00,0,%,00158D000192D255
2020-03-06 16:53:56+00:00,0,%,00158D000192D255
2020-03-06 17:08:56+00:00,0,%,00158D000192D255
2020-03-06 17:23:56+00:00,0,%,00158D000192D255
2020-03-06 17:38:56+00:00,0,%,00158D000192D255
2020-03-06 17:53:56+00:00,0,%,00158D000192D255
2020-03-06 18:08:56+00:00,0,%,00158D000192D255
2020-03-06 18:23:56+00:00,0,%,00158D000192D255
2020-03-06 18:38:56+00:00,0,%,00158D000192D255
2020-03-06 18:53:56+00:00,0,%,00158D000192D255
2020-03-06 19:08:57+00:00,0,%,00158D000192D255
2020-03-06 19:20:30+00:00,5,%,00158D000192D255
2020-03-06 19:23:57+00:00,5,%,00158D000192D255
2020-03-06 19:38:57+00:00,5,%,00158D000192D255
2020-03-06 19:48:42+00:00,9,%,00158D000192D255
2020-03-06 19:52:26+00:00,9,%,00158D000192D255
2020-03-06 20:07:26+00:00,9,%,00158D000192D255
2020-03-06 20:22:26+00:00,9,%,00158D000192D255
2020-03-06 20:27:02+00:00,14,%,00158D000192D255
2020-03-06 20:37:26+00:00,14,%,00158D000192D255
2020-03-06 20:52:26+00:00,14,%,00158D000192D255
2020-03-06 21:07:21+00:00,18,%,00158D000192D255
2020-03-06 21:07:26+00:00,18,%,00158D000192D255
2020-03-06 21:22:26+00:00,18,%,00158D000192D255
2020-03-06 21:33:33+00:00,24,%,00158D000192D255
2020-03-06 21:37:26+00:00,24,%,00158D000192D255
2020-03-06 21:52:26+00:00,24,%,00158D000192D255
2020-03-06 22:05:50+00:00,28,%,00158D000192D255
2020-03-06 22:07:26+00:00,28,%,00158D000192D255
2020-03-06 22:22:26+00:00,28,%,00158D000192D255
2020-03-06 22:37:26+00:00,28,%,00158D000192D255
2020-03-06 22:46:06+00:00,34,%,00158D000192D255
2020-03-06 22:52:26+00:00,34,%,00158D000192D255
2020-03-06 23:07:26+00:00,34,%,00158D000192D255
2020-03-06 23:14:23+00:00,39,%,00158D000192D255
2020-03-06 23:16:24+00:00,35,%,00158D000192D255
2020-03-06 23:20:26+00:00,39,%,00158D000192D255
2020-03-06 23:22:26+00:00,39,%,00158D000192D255
2020-03-06 23:22:27+00:00,35,%,00158D000192D255
2020-03-06 23:24:27+00:00,40,%,00158D000192D255
2020-03-06 23:37:26+00:00,40,%,00158D000192D255
2020-03-06 23:52:26+00:00,40,%,00158D000192D255
2020-03-06 23:56:42+00:00,45,%,00158D000192D255
2020-03-07 00:07:26+00:00,45,%,00158D000192D255
2020-03-07 00:15:59+00:00,45,%,00158D000192D255
2020-03-07 00:30:59+00:00,45,%,00158D000192D255
2020-03-07 00:33:00+00:00,50,%,00158D000192D255
2020-03-07 00:45:59+00:00,50,%,00158D000192D255
2020-03-07 00:53:10+00:00,54,%,00158D000192D255
2020-03-07 00:55:10+00:00,50,%,00158D000192D255
2020-03-07 01:00:59+00:00,50,%,00158D000192D255
2020-03-07 01:01:11+00:00,55,%,00158D000192D255
2020-03-07 01:15:59+00:00,55,%,00158D000192D255
2020-03-07 01:30:59+00:00,55,%,00158D000192D255
2020-03-07 01:31:24+00:00,59,%,00158D000192D255
2020-03-07 01:45:59+00:00,59,%,00158D000192D255
2020-03-07 01:53:41+00:00,64,%,00158D000192D255
2020-03-07 01:55:36+00:00,60,%,00158D000192D255
2020-03-07 01:59:38+00:00,65,%,00158D000192D255
2020-03-07 02:00:59+00:00,65,%,00158D000192D255
2020-03-07 02:15:59+00:00,65,%,00158D000192D255
2020-03-07 02:29:52+00:00,69,%,00158D000192D255
2020-03-07 02:30:59+00:00,69,%,00158D000192D255
2020-03-07 02:45:59+00:00,69,%,00158D000192D255
2020-03-07 02:46:01+00:00,73,%,00158D000192D255
2020-03-07 03:00:59+00:00,73,%,00158D000192D255
2020-03-07 03:10:15+00:00,79,%,00158D000192D255
2020-03-07 03:15:59+00:00,79,%,00158D000192D255
2020-03-07 03:30:59+00:00,79,%,00158D000192D255
2020-03-07 03:36:29+00:00,83,%,00158D000192D255
2020-03-07 03:45:59+00:00,83,%,00158D000192D255
2020-03-07 03:52:36+00:00,88,%,00158D000192D255
2020-03-07 04:00:59+00:00,88,%,00158D000192D255
2020-03-07 04:15:59+00:00,88,%,00158D000192D255
2020-03-07 04:16:43+00:00,92,%,00158D000192D255
2020-03-07 04:30:59+00:00,92,%,00158D000192D255
2020-03-07 04:43:01+00:00,96,%,00158D000192D255
2020-03-07 04:45:59+00:00,96,%,00158D000192D255
2020-03-07 05:00:59+00:00,96,%,00158D000192D255
2020-03-07 05:07:09+00:00,100,%,00158D000192D255
2020-03-07 05:15:59+00:00,100,%,00158D000192D255
2020-03-07 05:30:59+00:00,100,%,00158D000192D255
2020-03-07 05:45:59+00:00,100,%,00158D000192D255
2020-03-07 06:00:59+00:00,100,%,00158D000192D255
2020-03-07 06:15:59+00:00,100,%,00158D000192D255
2020-03-07 06:30:59+00:00,100,%,00158D000192D255
2020-03-07 06:45:59+00:00,100,%,00158D000192D255
2020-03-07 07:00:59+00:00,100,%,00158D000192D255
2020-03-07 07:15:59+00:00,100,%,00158D000192D255
2020-03-07 07:30:59+00:00,100,%,00158D000192D255
2020-03-07 07:45:59+00:00,100,%,00158D000192D255
2020-03-07 08:00:59+00:00,100,%,00158D000192D255
2020-03-07 08:15:59+00:00,100,%,00158D000192D255
2020-03-07 08:30:59+00:00,100,%,00158D000192D255
2020-03-07 08:45:59+00:00,100,%,00158D000192D255
2020-03-07 09:00:59+00:00,100,%,00158D000192D255
2020-03-07 09:15:59+00:00,100,%,00158D000192D255
2020-03-07 09:30:59+00:00,100,%,00158D000192D255
2020-03-07 09:45:59+00:00,100,%,00158D000192D255
2020-03-07 10:00:59+00:00,100,%,00158D000192D255
2020-03-07 10:15:59+00:00,100,%,00158D000192D255
2020-03-07 10:30:59+00:00,100,%,00158D000192D255
2020-03-07 10:45:59+00:00,100,%,00158D000192D255
2020-03-07 11:00:59+00:00,100,%,00158D000192D255
2020-03-07 11:15:59+00:00,100,%,00158D000192D255
2020-03-07 11:30:59+00:00,100,%,00158D000192D255
2020-03-07 11:45:59+00:00,100,%,00158D000192D255
2020-03-07 12:00:59+00:00,100,%,00158D000192D255
2020-03-07 12:15:59+00:00,100,%,00158D000192D255
2020-03-07 12:30:59+00:00,100,%,00158D000192D255
2020-03-07 12:45:59+00:00,100,%,00158D000192D255
2020-03-07 13:00:59+00:00,100,%,00158D000192D255
2020-03-07 13:15:59+00:00,100,%,00158D000192D255
2020-03-07 13:30:59+00:00,100,%,00158D000192D255
2020-03-07 13:45:59+00:00,100,%,00158D000192D255
2020-03-07 14:00:59+00:00,100,%,00158D000192D255
2020-03-07 14:15:59+00:00,100,%,00158D000192D255
2020-03-07 14:30:59+00:00,100,%,00158D000192D255
2020-03-07 14:45:59+00:00,100,%,00158D000192D255
2020-03-07 15:00:59+00:00,100,%,00158D000192D255
2020-03-07 15:15:59+00:00,100,%,00158D000192D255
2020-03-07 15:30:59+00:00,100,%,00158D000192D255
2020-03-07 15:45:59+00:00,100,%,00158D000192D255
2020-03-07 16:00:59+00:00,100,%,00158D000192D255
2020-03-07 16:15:59+00:00,100,%,00158D000192D255
2020-03-07 16:30:59+00:00,100,%,00158D000192D255
2020-03-07 16:45:59+00:00,100,%,00158D000192D255
2020-03-07 17:00:59+00:00,100,%,00158D000192D255
2020-03-07 17:15:59+00:00,100,%,00158D000192D255
2020-03-07 17:31:00+00:00,100,%,00158D000192D255
2020-03-07 17:46:00+00:00,100,%,00158D000192D255
2020-03-07 18:01:00+00:00,100,%,00158D000192D255
2020-03-07 18:16:00+00:00,100,%,00158D000192D255
2020-03-07 18:31:00+00:00,100,%,00158D000192D255
2020-03-07 18:46:00+00:00,100,%,00158D000192D255
2020-03-07 19:01:00+00:00,100,%,00158D000192D255
2020-03-07 19:16:00+00:00,100,%,00158D000192D255
2020-03-07 19:31:00+00:00,100,%,00158D000192D255
2020-03-07 19:46:00+00:00,100,%,00158D000192D255
2020-03-07 20:01:00+00:00,100,%,00158D000192D255
2020-03-07 20:16:00+00:00,100,%,00158D000192D255
2020-03-07 20:31:00+00:00,100,%,00158D000192D255
2020-03-07 20:46:00+00:00,100,%,00158D000192D255
2020-03-07 21:01:00+00:00,100,%,00158D000192D255
2020-03-07 21:16:00+00:00,100,%,00158D000192D255
2020-03-07 21:31:00+00:00,100,%,00158D000192D255
2020-03-07 21:46:00+00:00,100,%,00158D000192D255
2020-03-07 22:01:00+00:00,100,%,00158D000192D255
2020-03-07 22:16:00+00:00,100,%,00158D000192D255
2020-03-07 22:31:00+00:00,100,%,00158D000192D255
2020-03-07 22:46:00+00:00,100,%,00158D000192D255
2020-03-07 23:01:00+00:00,100,%,00158D000192D255
2020-03-07 23:16:00+00:00,100,%,00158D000192D255
2020-03-07 23:31:00+00:00,100,%,00158D000192D255
2020-03-07 23:46:00+00:00,100,%,00158D000192D255
